name,address,tel,tel_alt,fax,fax_alt,email,supervisor,curriculum,lat,lng
Learning @ The Pinnacle,"Blk 292 Yishun Street 22 #01-271  , Singapore 760292",62577119,NA,NA,NA,dionho@mail.com,Ho Puay Chin,TUTORIAL,1.4367247841896,103.836966390282
Learning Centre@Sengkang,"31 Anchorvale Road  , Singapore 545056",63159383,NA,63159383,NA,lcs@skmc.org.sg,Moo Swee Ngoh (Dr),TUTORIAL,1.39220211580403,103.886427847545
Learning Chapters Education Hub,"Blk 116 Bishan Street 12 #01-34 (2nd Storey)  , Singapore 570116",69092700,NA,NA,NA,enquiries@learningchapters.com.sg,"Lim Hong Wei, Benson",TUTORIAL,1.3478007201456397,103.849316086687
Learning Edge Education Centre,"Blk 108 Hougang Avenue 1 #01-1321  , Singapore 530108",96908450,NA,NA,NA,admin@leec.com.sg,Koh Joo Ling (Mrs),TUTORIAL,1.35277393315535,103.890093177026
Learning Express Centre [fka Pro-Edu Educational and Study Centre],"Blk 462 Tampines Street 44 #01-76  , Singapore 520462",67866545,NA,NA,NA,"NA","NA",TUTORIAL,1.3590131811792,103.95511112530899
Learning Genius Educentre (The Midtown),"1187 Upper Serangoon Road #02-19 The Midtown , Singapore 533971",97367849,NA,NA,NA,PL.ang.patrick@gmail.com,Ang Poh Leng,TUTORIAL,1.3704794096510902,103.89512846692301
Learning Habitat,"10 Sengkang Central #01-01/02 Buangkok MRT Station , Singapore 545061",64257274,NA,NA,NA,canning@learninghabitat.com.sg,Lee Canning (Miss),TUTORIAL,1.3828778583505499,103.89312156439101
Learning Journey Education Centre,"(Main) Blk 540 Serangoon North Avenue 4 #B1-109  , Singapore 550540",65551849,NA,NA,NA,happykidsclubsingapore@gmail.com,Tan Meiyi (Mdm),TUTORIAL,1.3746189308573202,103.87257352063801
Learning Journey Education Centre,"Blk 152 Bishan Street 11 #01-215 (2nd Storey)  , Singapore 570152",65544374,NA,NA,NA,learningjourney.bishan@gmail.com,Tan Meiyi (Mdm),TUTORIAL,1.3456572029422098,103.854641447626
Learning Journey Education Centre,"Blk 658 Punggol East #01-09  , Singapore 820658",65551849,NA,NA,NA,learningjourneysg@gmail.com,Tan Meiyi (Mdm),TUTORIAL,1.39990420674063,103.91935274789101
Learning Kidz Educentre,"61 Ang Mo Kio Avenue 8 #03-03  , Singapore 569814",64560363,NA,64560383,NA,learningkidz@yahoo.com.sg,Seow Wee Hsian,ENRICHMENT,1.37178551879646,103.84777572380301
Learning Ladder Academy,"1 Hillview Rise #03-01/02/03  , Singapore 667970",62690195,NA,NA,NA,germaine.wong@learningladder.com.sg,Wong Lie Ping (Mdm),TUTORIAL,1.3619674695862702,103.76430160950001
Learning Media Educational Centre,"Blk 678A Woodlands Avenue 6 #03-01/02  , Singapore 731678",96311636,NA,NA,NA,learning.media.edu@gmail.com,Oh Seow Cheng (Mdm),TUTORIAL,1.4405454535631401,103.80175972321899
Learning Media Educational Centre (AMK),"Blk 710A Ang Mo Kio Avenue 8 #02-2633  #02-2631, Singapore 561710",64592820,NA,NA,NA,"NA",Choo Seng Kwee,TUTORIAL,1.37062493513787,103.84804571414601
Learning Mind Education Centre,"Blk 283 Bishan Street 22 #01-189  , Singapore 570283",NA,NA,NA,NA,"NA",Ng Wee Peng,TUTORIAL,1.3589190712993402,103.844748631736
Learning Out Of The Box Education Centre,"Blk 548 Ang Mo Kio Avenue 10 #01-2012  , Singapore 560548",64561617,NA,NA,NA,john@learningoutofthebox.org,Yeo Jhong Ren,TUTORIAL,1.37291376311164,103.85704609864
Learning Paradise Chinese Education Hub,"Blk 265 Serangoon Central Drive #02-271  , Singapore 550265",64831759,NA,NA,NA,Amychin3@yahoo.com,"Lee Qian-Wei, Ian",ENRICHMENT,1.3529637399166399,103.871472206843
Learning Partners Education Centre,"Blk 235 Yishun Street 21 #01-462  , Singapore 760235",64840680,NA,64840670,NA,cheongcheong173@yahoo.com.sg,Teo Cheong Cheong (Mdm),TUTORIAL,1.4342288928375602,103.838543994351
Learning Point Education Centre,"c/o 301 Upper Thomson Road #03-19/20 Thomson Plaza , Singapore 574408",64533323,64538318,64513122,NA,learningpoint@pacific.net.sg,Low Yuet Gee (Mdm),ENRICHMENT,1.35502885653151,103.831053292454
Learning Point Mathematics & Science,"301 Upper Thomson Road #02-22/23 Thomson Plaza , Singapore 574408",64533323,64523323,64513122,NA,enquiries_thomson@learningpoint.com.sg,Tan Yang Cheng (Mdm),ENRICHMENT,1.35502885653151,103.831053292454
Learning Project Education Centre,"13 Yuk Tong Avenue Chun Tin Court , Singapore 596318",64683983,NA,63429032,NA,"NA",Tan Bee Yen (Miss),TUTORIAL,1.34207496392367,103.774632794309
Learning Simplicity Education Centre,"164B Rochor Road  , Singapore 188439",68373202,NA,68373203,NA,learningsimplicity@gmail.com,Song Boon Khing,TUTORIAL,1.30091798883208,103.855247868897
Learning Voyage Education Centre,"Blk 208 Hougang Street 21 #01-209  , Singapore 530208",90056286,NA,NA,NA,enquiries@learningvoyage.com.sg,Woo Jia Hao,TUTORIAL,1.3586967995510502,103.88663611134399
LearningMax Education Centre,"Blk 452 Ang Mo Kio Aveue 10 #01-1793  , Singapore 560452",65533647,NA,64583600,NA,"NA","Khoo Han Kiang, Darren",TUTORIAL,1.36889751131379,103.85620083514699
Learnjoy Education Centre,"Blk 509 Bedok North Street 3 #01-115  , Singapore 460509",62033105,NA,NA,NA,Youquan5@gmail.com,"Lim You Quan, Vincent",TUTORIAL,1.33317541870197,103.93126502516199
Lejour Education Centre,"Blk 822 Tampines Street 81 #01-186 (2nd Storey)  , Singapore 520822",98371898,NA,NA,NA,support@lejoureducation.com,"Tan Ze Feng, Willy",TUTORIAL,1.34834234440869,103.93437977922899
Leow's Training Centre,"1 Sophia Road #05-10 Peace Centre , Singapore 228149",63392293,NA,NA,NA,chrileow68@hotmail.com,Christina Leow Tze Hao (Mdm),INFORMATION TECHNOLOGY,1.30107053775783,103.849176263468
Lewin Education Centre,"Blk 535 Hougang Street 52 #B1-14  , Singapore 530535",63868867,NA,63868861,NA,lewin2@singnet.com.sg,Tay Delphine (Mdm),TUTORIAL,1.37644174470678,103.890133774852
Lexue Learning Centre,"Blk 615 Elias Road #01-102  , Singapore 510615",65811556,NA,65811556,NA,lexuechineselearningcentre@gmail.com,Bian Jie (Mdm),TUTORIAL,1.37640666233782,103.94172194055
LGM Tutorial Centre,"55 Lorong L Telok Kurau #03-67 Bright Centre , Singapore 425500",64400895,NA,NA,NA,info@thelittlegreymatter.com.sg,Neo Kimmy (Miss),TUTORIAL,1.3118205083971999,103.91055723407601
Li Ming Training Centre,"Blk 86 Marine Parade Central #04-314  , Singapore 440086",63457740,NA,NA,NA,"NA",Chiew Jiar Sing,LINGUISTICS,1.3017372167588899,103.906754510468
Liang You Language School,"1 Goldhill Plaza #03-15 Podium Block , Singapore 308899",63566642,NA,63561678,NA,"NA",Chua Boon Hor,LINGUISTICS,1.31782868139699,103.84288937427601
Liberal Arts Education Centre,"19 Jalan Masjid #01-01  , Singapore 418945",91706103,NA,NA,NA,info@boya.sg,Liu Tao (Dr),TUTORIAL,1.3202296636553899,103.91210848921
Lighthouse Japanese Tutorial Centre,"321 Orchard Road #09-05/06/07 Orchard Shopping Centre , Singapore 238866",67344616,NA,67342351,NA,lighthouse_sg@singnet.com.sg,Naoki Miyashita,TUTORIAL,1.30146560603949,103.83792633759
Lil' But Mighty Education Centre,"(Main) Blk 431 Clementi Avenue 3 #01-326  , Singapore 120431",83116157,NA,NA,NA,enquiries@lilbutmightyenglish.com,Pang Lily (Mdm),TUTORIAL,1.31377438724798,103.76253518972099
Lil' But Mighty Education Centre,"144 Upper Bukit Timah Road #03-31 Beauty World Centre , Singapore 588177",83116157,NA,NA,NA,enquiries@lilbutmightyenglish.com,Pang Lily (Mdm),TUTORIAL,1.3424126418864297,103.776539385678
Lil' But Mighty Education Centre,"Blk 211 Hougang Street 21 #01-305 (2nd Storey)  , Singapore 530211",66441573,NA,NA,NA,enquiries@lilbutmightyenglish.com,Pang Lily (Mdm),TUTORIAL,1.35962289225619,103.88771733286501
Linda's Education House (AMK),"Blk 408 Ang Mo Kio Avenue 10 #01-779  , Singapore 560408",64551989,NA,62819011,NA,"NA","Chan Mei Chin, Linda (Miss)",TUTORIAL,1.3620905345918999,103.854587757902
Lingo School of Knowledge,"87 Beach Road #03-01 Chye Sing Building , Singapore 189695",62533320,NA,63522290,NA,info@lingo.com.sg,Ling Yen Wei,TUTORIAL,1.29740265225636,103.85664558053301
Literacy Circle Learning Centre (Bedok),"Blk 209 New Upper Changi Road #03-647  , Singapore 460209",62448548,NA,62448522,NA,owner.bedok@literacycircle.com,Tan Seow Gek (Mdm),ENRICHMENT,1.32463573076036,103.93106882939699
LiteracyPlus Enrichment Centre,"Blk 41 Holland Drive #01-21  , Singapore 270041",67772468,NA,67772460,NA,Edward@literacyplus.com.sg,"Lee Hing Yun, Edward",ENRICHMENT,1.30762004852149,103.793463531218
Little Art Bug Workshop,"51 Waterloo Street #02-04/05  , Singapore 187969",63419017,NA,63381928,NA,info@littleartbug.com,"Walker, Fiona Jean (Ms)",ENRICHMENT,1.29807909824959,103.851456300769
Little Gems Chinese Learning Centre,"271 Bukit Timah Road #04-04 Balmoral Plaza , Singapore 259708",67370106,NA,68753135,NA,littlegemschinese@yahoo.com,Yan Xinyu (Mdm),ENRICHMENT,1.3164349569099498,103.83549290613001
Little Gems Learning Centre,"271 Bukit Timah Road #02-10 Balmoral Plaza , Singapore 259708",67370106,NA,68753135,NA,littlegemschinese@yahoo.com,Yan Xinyu (Mdm),ENRICHMENT,1.3164349569099498,103.83549290613001
Little Lories Learning Hub,"Blk 517 Jurong West Street 52 #01-83  , Singapore 640517",65696657,NA,NA,NA,indhu_jaya@yahoo.com,Chandrasekaran Indhumathi (Dr),ENRICHMENT,1.34584959149843,103.71972430577401
Little Mandarins Language Centre,"Blk 71 Loewen Road #01-03/04  , Singapore 248847",64738377,NA,64794855,NA,admin@little-mandarins.com,Oen Geok Leng (Mdm),ENRICHMENT,1.30197129801866,103.81155064783
Little Scholars Academy,"231 Mountbatten Road #01-04 Block F , Singapore 397999",62423403,NA,62423402,NA,scholar@littlescholars.com.sg,Ang Kai Shin (Mdm),TUTORIAL,1.30851414537224,103.88091032046499
Little Sparkler Learning Centre,"30 Woodlands Avenue 1 #02-05A The Woodgrove , Singapore 739065",68939321,NA,68939321,NA,gail@littlesparkler.com,Lam Li Sze (Mdm),ENRICHMENT,1.42938474074213,103.781292115087
Little Sparks Montessori and Enrichment Centre,"20 Siglap Drive #01-06 Bowmont Centre , Singapore 456192",68760198,NA,NA,NA,"NA",Tan Hwee Ling (Mdm),ENRICHMENT,1.31565625501171,103.919245736108
Little Star Language Centre,"Blk 603 Clementi West Street 1 #01-32  , Singapore 120603",67738570,NA,65696478,NA,wz4112@singnet.com.sg,Wang Xiaobin,LINGUISTICS,1.30478865147073,103.76732930308799
Little Star Language Centre (Telok Blangah),"Blk 35 Telok Blangah Rise #01-281  , Singapore 090035",62707528,NA,62707528,NA,wz4112@singnet.com.sg,Wang Xiaobin,LINGUISTICS,1.27302201949384,103.82212324602
LizBox Education Centre,"Blk 639 Pasir Ris Drive 1 #01-536  , Singapore 510639",65852840,NA,65852570,NA,"NA",Yeo Bee Kah (Mdm),TUTORIAL,1.3766676965195102,103.939880592625
LizBox Tutorial Centre (AMK Branch),"Blk 163 Ang Mo Kio Avenue 4 #01-466  , Singapore 560163",64555685,NA,64554421,NA,elise@lizbox.com.sg,Yeo Bee Kah (Mdm),TUTORIAL,1.3735485391993,103.83817647139799
Loh Sheng Tuition Centre,"111 North Bridge Road #05-05 Peninsula Plaza , Singapore 179098",63344352,NA,NA,NA,loh_sheng_tuition@yahoo.com.sg,Loh Hui Ling (Miss),TUTORIAL,1.29222075807723,103.850612609298
Lorna Whiston School of English Language [fka Lorna Whiston Academy],"101 Thomson Road #03-13/19 United Square #04-20/21/22 [fka #04-23/24/25], Singapore 307591",62537688,NA,63550978,NA,unitedsquare@lornawhiston.com.sg,Tan Chu Ai Kym (Mdm),ENRICHMENT,1.3172436296066499,103.844003130499
Lorna Whiston School of Speech & Drama [fka Lorna Whiston Speech & Drama Centre],"101 Thomson Road #04-20/21/22 United Square , Singapore 307591",62537688,NA,63550978,NA,speechanddrama@lornawhiston.com.sg,Tan Chu Ai Kym (Mdm),LINGUISTICS,1.3172436296066499,103.844003130499
Loshberry Campus,"587 Bukit Timah Road #03-30 Coronation Plaza , Singapore 269707",91070962,NA,NA,NA,hello@loshberrycodestudio.com,Tay Hwee Shan (Miss),ENRICHMENT,1.32382476526222,103.810016420022
Lotus Bridge Education School,"(Main) 101 Kitchener Road #01-37 Jalan Besar Plaza #01-02, Singapore 208511",62914875,NA,NA,NA,hjinder@gmail.com,Harjinder Kaur d/o Bachint Singh (Dr),TUTORIAL,1.3086568520533701,103.858064369625
Lotus Bridge Education School,"200 Jurong East Avenue 1 #01-09  , Singapore 609789",62644872,NA,NA,NA,lotusbridgeschool@gmail.com,Harjinder Kaur d/o Bachint Singh (Dr),TUTORIAL,1.3504168630631501,103.728921192192
Lovely Land Enrichment & Tuition Centre,"Blk 58 Lengkok Bahru #01-511  , Singapore 150058",64737094,NA,63994510,NA,lovelyland@kayctan.com,Tan Kay Cheong,TUTORIAL,1.2885064195320801,103.81427462801202
Lowrey Music School,"c/o Blk 473 Tampines Street 43 #01-92  , Singapore 520473",67833611,NA,NA,NA,"NA",Chao Heck Chio,FINE ARTS,1.3593496317279699,103.953269398068
Lowrey Music School (Serangoon Branch),"Blk 265 Serangoon Central Drive #03-271  , Singapore 550265",62802645,NA,NA,NA,"NA",Chao Heck Chio,FINE ARTS,1.3529637399166399,103.871472206843
Lulele Learning Space,"406 Joo Chiat Place #03-27  , Singapore 428084",69095636,NA,NA,NA,kunfung@luminaries-asia.com,Lee Kuan Fung (Ms),ENRICHMENT,1.31492344336596,103.911125515883
Lynn Tuition Centre,"Blk 482 Pasir Ris Dr 4 #B1-395  , Singapore 510482",65813089,NA,NA,NA,enquiries@lynntuitioncentre.com,Wong Ju Ping,TUTORIAL,1.37375879162397,103.95971509661999
Lynn Tuition Centre (AMK) [fka Bean Sprouts Learning Hub],"Blk 342 Ang Mo Kio Avenue 1 #03-1563B  , Singapore 560342",64556996,NA,NA,NA,enquiries@lynntuitioncentre.com,Wong Ju Ping,TUTORIAL,1.36462522706729,103.84854654240499
Lynn Tuition Centre (Tampines),"Blk 472 Tampines Street 44 #01-71  , Singapore 520472",67863533,NA,67863433,NA,enquiries@lynntuitioncentre.com,Wong Ju Ping,TUTORIAL,1.3598758311228702,103.95345990477699
Mac's Music School,"583 Orchard Road #12-02 Forum Galleria , Singapore 238884",67389963,NA,67388059,NA,admin@macsmusicschool.com,Chang Theng Peo,FINE ARTS,1.3061252256071698,103.82867554961001
Magnify Studios for Music,"Blk 150A Bishan Street 11 #01-175  , Singapore 571150",69883181,NA,NA,NA,hello@magnifystudios.sg,"Seow Fu Shen, Michael",FINE ARTS,1.3445598332951998,103.85573741959601
Mainspring Learning Centre,"(Main) Blk 466A Sembawang Drive #02-315 Spring Lodge , Singapore 751466",64832760,NA,64832760,NA,enquiry@mainspring.com.sg,Ho Suz Kheng,TUTORIAL,1.45520102099067,103.813588634759
Mainspring Learning Centre,"70 Punggol Central #01-06 Punggol MRT Station , Singapore 828868",64832760,NA,64832760,NA,enquiry@mainspring.com.sg,Ho Suz Kheng,TUTORIAL,1.4045467274810601,103.902072638825
Making Sense Learning Centre,"116 Middle Road #09-02 ICB Enterprise House , Singapore 188972",94756362,NA,NA,NA,william@makingsense-sg.com,Lin Xijie,TUTORIAL,1.29927530958544,103.85352044032
Mandeville Music School,"c/o 101 Thomson Road #03-21 United Square , Singapore 307591",62501911,62515505,62503216,NA,artistes@pacific.net.sg,Yap Shu Mei (Mdm),FINE ARTS,1.3172436296066499,103.844003130499
MANHATTAN English Language Studio,"164B Rochor Road  , Singapore 188439",68373202,NA,NA,NA,info@manhattan.com.sg,Adam William Crook,Linguistics,1.30091798883208,103.855247868897
Manning Music School,"Blk 201D Tampines Street 21 #02-1145  , Singapore 524201",67811333,NA,NA,NA,"NA",Tham Kam Seng,FINE ARTS,1.3522623142531698,103.953586491358
Master Class Learning Centre [fka Aphelion Learning Hub],"79 East Coast Road #02-01  , Singapore 428784",63444991,NA,62811014,NA,admin@mclass.com.sg,Ng Yew Kang,TUTORIAL,1.30545130100786,103.90379124429501
Mastery Learning Centre,"Blk 279 Bishan Street 24 #01-36 (2nd Storey)/#01-52 (2nd Storey)  , Singapore 570279",64522535,NA,64526835,NA,masterylc@pacific.net.sg,Chee Seow Yen (Mdm),TUTORIAL,1.35722283118339,103.84378525261499
Math Academy,"Blk 372 Bukit Batok Street 31 #01-372 (2nd Storey)  , Singapore 650372",91529322,NA,NA,NA,enquiry@mathacademy.sg,Ang Lay Leng (Mdm),TUTORIAL,1.35866916706909,103.751213742148
Math Arena Enrichment Centre,"Blk 488B Tampines Street 45 #B1-147  , Singapore 521488",67819325,NA,NA,NA,admin@matharena.com.sg,Phang Sally Persis (Mdm),ENRICHMENT,1.36032921693367,103.95698057240801
Math Mavens Learning Centre,"Blk 4 Queen's Road #02-131  , Singapore 260004",98302827,NA,NA,NA,twtoon@gmail.com,Teo Wee Toon,TUTORIAL,1.3188322528445902,103.80806196762501
Math Thinker Education Hub,"3A Thomson Ridge  , Singapore 574635",64551613,NA,NA,NA,maththinker@yahoo.com.sg,"Lee Huimin, Joyce (Miss)",TUTORIAL,1.35294820413293,103.83391022980699
MathConcept Learning Center (SG),"1 Marine Parade Central #08-07 Parkway Centre , Singapore 449408",64401348,NA,NA,NA,serenelim@mathconcept.com,"Lim Pei Shuen, Serene (Miss)",ENRICHMENT,1.30188733858698,103.905996039776
Mathelogy Learning Hub,"Blk 42 Chai Chee Street #01-50  , Singapore 461042",91375182,NA,NA,NA,mathelogylh@gmail.com,Seow Kheng Puay (Miss),TUTORIAL,1.32797877350562,103.92580479263201
Mathematical Sciences Learning Centre,"46 East Coast Road #10-02 Eastgate , Singapore 428766",63466879,NA,63444193,NA,mathscicentre@singnet.com.sg,Lim Kwee Hoe (Dr),TUTORIAL,1.30439338631978,103.903340542754
Mathematics Scholars Education Centre,"985 Upper Serangoon Road (2nd Storey)  , Singapore 534731",86198200,NA,NA,NA,hr@math-scholars.com,Chng Meng Kai,TUTORIAL,1.3622119497489098,103.886929279763
Mathlete Learning Centre,"1 Marine Parade Central #08-08 Parkway Centre , Singapore 449408",62477817,NA,NA,NA,admin@mathlete.com.sg,Lu Yuhan (Ms),ENRICHMENT,1.30188733858698,103.905996039776
Maths Hub,"Blk 233 Bukit Batok East Avenue 5 #01-33/35  , Singapore 650233",64255448,NA,NA,NA,enquries@mathshub.com.sg,"Lim Tow Teck, Michael",TUTORIAL,1.34882526465972,103.75512755888398
Maths n Science Hub,"(Main) Blk 57 Lengkok Bahru #01-477  , Singapore 151057",65679484,NA,NA,NA,admin@mathshub.com.sg,"Lim Tow Keong, Anthony",ENRICHMENT,1.28821077489026,103.814148003065
Maths n Science Hub,"9 One-North Gateway #01-40 One-North Residences , Singapore 138643",66357156,NA,NA,NA,maths.buona.vista@gmail.com,"Lim Tow Keong, Anthony",ENRICHMENT,1.3017332215461999,103.790000677857
Maths Rally School,"Blk 347 Bukit Batok Street 34 #01-268  , Singapore 650347",91066234,NA,NA,NA,mathsrally@gmail.com,Sim Mee Ling (Mdm),TUTORIAL,1.36227034200425,103.75119293891
Mathvision Enrichment Centre,"19 Tanglin Road #07-01A Tanglin Shopping Centre #05-23/24, #08-01, Singapore 247909",84442320,NA,NA,NA,mathvision.com.sg@gmail.com,Divesh Ramanlal Shah,ENRICHMENT,1.30637274642467,103.82703651448799
Mavis Tutorial Centre,"(Main) Blk 204 Hougang Street 21 #03-123  , Singapore 530204",62824011,NA,62858061,NA,enquiries@mavistutorial.com,"Ng Boon Kwee, Kelvin",TUTORIAL,1.35881911554387,103.88498842667101
Mavis Tutorial Centre,"1 Sengkang Square #02-56 Compass One , Singapore 545078",63864118,NA,NA,NA,enquiries@mavistutorial.com,"Ng Boon Kwee, Kelvin",TUTORIAL,1.39193355469477,103.895026387256
Mavis Tutorial Centre,"10 Sengkang Central #01-03 Buangkok MRT Station , Singapore 545061",68860768,NA,NA,NA,enquiries@mavistutorial.com,"Ng Boon Kwee, Kelvin",TUTORIAL,1.3828778583505499,103.89312156439101
Mavis Tutorial Centre,"10 Tampines Central 1 #04-03 Tampines One , Singapore 529536",67868718,NA,NA,NA,enquiries@mavistutorial.com,"Ng Boon Kwee, Kelvin",TUTORIAL,1.35431556516978,103.945019456113
Mavis Tutorial Centre,"33 Sengkang West Avenue #B1-01 The Seletar Mall , Singapore 797653",63416828,NA,NA,NA,enquiries@mavistutorial.com,"Ng Boon Kwee, Kelvin",TUTORIAL,1.39139684608919,103.876237007474
Mavis Tutorial Centre,"Blk 118 Rivervale Drive #02-05 & #02-09/11 Rivervale Plaza , Singapore 540118",68819071,NA,NA,NA,enquiries@mavistutorial.com,"Ng Boon Kwee, Kelvin",TUTORIAL,1.38537151608701,103.901849634797
Mavis Tutorial Centre,"Blk 158 Bukit Batok Street 11 #02-216 & #02-218  , Singapore 650158",65675623,NA,NA,NA,enquiries@mavistutorial.com,"Ng Boon Kwee, Kelvin",TUTORIAL,1.34872799726418,103.743193864461
Mavis Tutorial Centre,"Blk 253 Choa Chu Kang Avenue 1 #01-14 Keat Hong Shopping Centre , Singapore 680253",67633676,NA,NA,NA,enquiries@mavistutorial.com,"Ng Boon Kwee, Kelvin",TUTORIAL,1.37743963497471,103.74438322541201
Mavis Tutorial Centre,"Blk 739 Bedok Reservoir Road #02-3141  , Singapore 4707739",62418145,NA,NA,NA,enquiries@mavistutorial.com,"Ng Boon Kwee, Kelvin",TUTORIAL,-1,-1
Mavis Tutorial Centre,"Blk 888 Woodlands Drive 50 #02-733 888 Plaza , Singapore 730888",63622207,NA,NA,NA,enquiries@mavistutorial.com,"Ng Boon Kwee, Kelvin",TUTORIAL,1.4374484970484298,103.795151522758
Mavis Tutorial Centre,"1 Marine Parade Central #08-04 Parkway Centre , Singapore 449408",63443093,NA,NA,NA,enquiries@mavistutorial.com,"Ng Boon Kwee, Kelvin",TUTORIAL,1.30188733858698,103.905996039776
Mavis Tutorial Centre,"Block 168 Punggol Field #04-07  , Singapore 820168",63438596,NA,NA,NA,enquiries@mavistutorial.com,"Ng Boon Kwee, Kelvin",TUTORIAL,1.3941840943827302,103.91297643758301
Max Tuition Centre,"Blk 151 Bukit Batok Street 11 #04-248  , Singapore 650151",68998422,NA,NA,NA,max@maxtc.com.sg,Foong Zi Liang,TUTORIAL,1.3487470350259299,103.74421148399901
MAXIMATH Education Center,"587 Bukit Timah Road #03-31 Coronation Plaza , Singapore 269707",96499318,NA,NA,NA,guojiayu@yahoo.com,Guo Jiayu,TUTORIAL,1.32382476526222,103.810016420022
McKaylan Tutorial Centre,"Blk 211 Serangoon Avenue 4 #01-10  , Singapore 550211",62840208,NA,NA,NA,janpang77@yahoo.com,"Tung Ah Noi, Margaret (Mdm)",TUTORIAL,1.3563168882982999,103.873175455861
Mdm Theo Learning Space,"Blk 352 Clementi Avenue 2 #01-113  , Singapore 120352",67796751,NA,NA,NA,theobeeleng@@gmail.com,Theo Bee Leng (Mdm),TUTORIAL,1.3142786022734099,103.771350557894
MegaForte Learning Centre,"Blk 283 Bishan Street 22 #01-195 (Level 2)  , Singapore 570283",67463213,NA,67463215,NA,mfc@pacific.net.sg,"Ong Siok Hoon, Janice (Mdm)",ENRICHMENT,1.3589190712993402,103.844748631736
Megaphonics & Enrichment Centre,"Blk 637 Bukit Batok Central #01-12 (2nd Storey)  , Singapore 650637",65691757,NA,65691757,NA,megaphonicsctr@gmail.com,Rajendran Porchselvi (Mdm),ENRICHMENT,1.3495981049295198,103.752147138446
Melody Music Center,"Blk 64 Circuit Road #01-337  , Singapore 370064",67292254,NA,NA,NA,melodymusiccenter@gmail.com,Phang Yik San (Miss),FINE ARTS,1.32698404492371,103.88714843284401
Mercu Learning Point,"(Main) 150 Changi Road #04-06/07 Guthrie Building , Singapore 419973",63468301,NA,63461172,NA,enquiry@merculearning.com,Mohd Anuar bin Md Yusop,TUTORIAL,1.31666850870967,103.90221358437799
Mercu Learning Point,"1 Pasir Ris Drive 4 #05-11  , Singapore 519457",64163964,NA,65830132,NA,azman@merculearning.com,Mohd Anuar bin Md Yusop,TUTORIAL,1.36858695162237,103.95920469576299
Merritt Education Centre,"Blk 279 Bukit Batok East Avenue 3 #02-339  , Singapore 650279",65691783,NA,65691783,NA,"NA",Long Chee Kit Edward,TUTORIAL,1.34816051653434,103.757337287929
Metamorphosis Education Centre,"Blk 342 Ang Mo Kio Avenue 1 #03-1563A  , Singapore 560342",64560400,NA,NA,NA,fondrachua@hotmail.com,Chua Fong Hua (Miss),TUTORIAL,1.36462522706729,103.84854654240499
Methodist School of Music,"496 Upper Bukit Timah Road #03-20 Block 1 , Singapore 678099",67675258,NA,67674082,NA,msm@msmusic.edu.sg,Chow Kok Fong,FINE ARTS,1.3619036098434099,103.767936362172
Microkid Learning Centre,"5 Stadium Walk #03-05 Leisure Park Kallang , Singapore 397693",63455376,NA,NA,NA,syn@hotmail.sg,Soh Yian Ngoh (Mdm),ENRICHMENT,1.30240462507129,103.87663814897101
Mighty Thinkers Learning Centre,"Blk 153 Bukit Batok Street 11 #03-284  , Singapore 650153",68961145,NA,65615793,NA,sgp_kelly@yahoo.com,Lim Ping Ping (Mdm),ENRICHMENT,1.3474794780508301,103.74427646089501
Mighty Tikes Learning Centre,"Blk 338 Ang Mo Kio Avenue 1 #01-1647  , Singapore 560338",63580383,NA,NA,NA,mtclucytan@gmail.com,Tan Lucy (Mdm),TUTORIAL,1.36389570157548,103.848986957428
Milagros de Montessori School,"Blk 21 Queen's Close #01-141  , Singapore 140021",64713677,NA,64713677,NA,enquire@milagrosmontessori.com,Jilcy Sanjay (Mrs),ENRICHMENT,1.2932777500051298,103.79991804924101
Mile Bug Excel In Learning Education Centre,"74 Lorong 27 Geylang  , Singapore 388193",67417898,NA,67417898,NA,nicholas.phua@gmail.com,"Phua Yeow Boon, Nicholas",TUTORIAL,1.31587589406536,103.88395632319201
Milestones Education Centre,"Blk 102 Yishun Avenue 5 #03-127  , Singapore 760102",67580482,NA,NA,NA,milestones.edu.ctr@gmail.com,Goh-Sevilla Zeus,TUTORIAL,1.4306183039507299,103.828762985019
MillePrime Education Centre,"20 Choa Chu Kang Street 52 #04-05/06 Yew Tee Community Building , Singapore 689286",67601406,NA,67601409,NA,jolintang@milleprime.com.sg,Tang Hoon Ling (Mdm),TUTORIAL,1.39495712260692,103.744847996809
Mind Centre for Learning,"Blk 265 Serangoon Central Drive #04-267  , Singapore 550265",62855891,NA,NA,NA,all@mindcentre.com.sg,Lim Hung Heng,TUTORIAL,1.3529637399166399,103.871472206843
Mind Centre for Learning (Bishan),"Blk 239 Bishan Street 22 #B1-202  , Singapore 570239",87190609,NA,63520529,NA,bishan@mindcentre.com,Ho Teng Teck,TUTORIAL,1.3604289462678998,103.8447773181
Mind Language Centre,"Blk 251 Bishan Street 22 #B1-408  , Singapore 570251",64515747,NA,65532832,NA,"NA",Ong Kok Eng,LINGUISTICS,1.3619102070491498,103.844170608274
Mind Matters Education Centre,"(Main) Blk 900 South Woodlands Drive #05-01 Woodlands Civic Centre , Singapore 730900",68938908,NA,68913265,NA,enquiry@mindmatters.com.sg,"Chong Uei Long, David",TUTORIAL,1.4349900160224798,103.786982122747
